Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
CULP,Culp Inc.,Consumer Discretionary,United States,NYSE,53.88,4.41,-52.38,-54.54,-69.64,-74.09,-85.09,-45.55,-36.20,-31.61,-5.89,6.67,7.51,8.78,9.83,10.83,39.81,39.05,3.34,10.20,-1.63,7.28,1.58,-0.97,-0.72,1.48,-94.40,-66.59,-65.04,-53.16,-39.48,-26.52,-27.57,-5.60,-9.24,-12.22,-5.98,-0.98,-199.78,-66.53,-16.21,-32.15,-19.82,-13.25,,,,,,,-7.25,-3.81,-6.39,-2.94,1.37,4.23
CURO,CURO Group Holdings Corp.,Financials,United States,NYSE,242.09,6.00,-61.77,-62.70,-61.94,-40.10,,,-15.68,,,10.16,11.94,13.41,14.00,14.40,51.75,58.26,24.27,7.33,-3.49,-15.37,-7.85,-0.26,,,-24.31,-28.25,-16.47,-7.81,,,-5.34,-15.77,-2.05,4.94,,,-21.65,-27.05,39.08,-1.94,,,,,,,,,750.44,90.98,31.15,23.59,,
CURV,Torrid Holdings Inc.,Consumer Discretionary,United States,NYSE,476.90,4.60,-53.44,-57.01,-81.45,,,,,,,6.32,7.63,9.85,12.75,,84.27,76.66,72.76,,31.36,11.05,12.04,,,,-20.13,-23.23,-24.08,,,,57.12,14.47,17.12,,,,-222.06,-15.43,-29.84,,,,,,,,,,272.65,60.22,31.41,,,
CUZ,Cousins Properties Incorporated,Real Estate,United States,NYSE,4218.94,28.36,-27.72,-31.45,-20.71,-15.63,-4.35,71.15,-5.50,-0.88,5.51,35.91,37.07,37.59,37.83,37.73,24.20,27.32,,4.44,1.80,6.62,16.05,23.08,23.13,20.49,1.24,10.37,16.55,31.71,44.66,27.72,0.98,5.90,15.93,23.79,26.03,20.66,17.41,36.09,52.11,28.63,27.10,8.05,,,,,,,2.81,3.57,18.87,14.83,16.50,26.83
CVEO,Civeo Corporation,Industrials,United States,NYSE,339.95,24.00,25.20,19.94,25.65,24.22,-6.10,,7.48,-1.25,,25.52,23.82,23.43,23.10,22.16,42.86,45.19,1.24,,12.22,6.15,8.40,8.40,-6.38,-3.68,-555.90,-21.85,-35.11,-22.38,-29.14,-24.81,7.02,-0.86,5.31,2.81,-12.36,-9.06,-101.01,-84.81,-74.59,-57.41,-50.64,-38.29,,,,,,,-4.11,-2.97,-6.97,-15.07,-17.53,-12.17
CVI,CVR Energy Inc.,Energy,United States,NYSE,3134.54,31.18,87.94,57.96,95.98,-16.10,131.56,221.19,-5.67,18.25,12.36,28.34,25.08,23.34,21.37,21.24,66.71,73.28,,1.28,84.27,6.68,0.55,8.65,-3.22,3.71,-131.58,-60.47,-44.90,4.86,-20.54,-17.91,468.97,-29.22,-18.78,5.77,-0.93,-4.05,-109.77,-74.35,-54.13,0.00,-24.20,-23.10,,,,,,,-45.73,-36.99,-24.52,-7.51,-7.40,-6.73
CVII,Churchill Capital Corp VII,Financials,United States,NYSE,1685.33,9.77,-0.61,-0.20,0.00,,,,,,,9.76,9.76,9.77,9.76,9.76,2.52,2.34,,,,,,,,,59275.90,,,,,,,,,,,,108103.20,,,,,,,,,,,,-431269.20,,,,,
CVNA,Carvana Co.,Consumer Discretionary,United States,NYSE,4796.00,25.09,-89.18,-86.42,-92.22,-62.33,19.48,,-27.74,3.62,,76.42,116.78,161.14,196.37,209.79,101.22,136.21,1.47,,129.35,80.34,87.13,103.72,126.67,,-68.67,-39.06,-22.19,3.05,31.73,,142.28,94.58,112.54,146.78,264.94,,-21.05,8.35,34.51,7.71,36.57,,,,,,,,-21.45,89.58,68.30,20.37,46.23,
CVS,CVS Health Corporation,Health Care,United States,NYSE,123499.09,94.18,-7.74,-8.65,20.05,85.07,38.00,144.62,22.73,6.64,9.34,99.69,100.71,97.71,94.94,93.20,23.48,25.94,1.29,2.23,8.59,6.65,14.48,10.38,11.09,10.51,1.09,7.84,10.60,5.14,6.36,7.94,5.39,6.88,18.09,11.99,10.44,9.48,10.18,9.19,137.03,8.27,7.90,8.61,,,,,,,-19.93,-17.85,-16.58,17.24,159.27,34.37
CVX,Chevron Corporation,Energy,United States,NYSE,280516.42,142.77,23.95,16.34,45.34,33.52,72.22,105.44,10.10,11.46,7.45,160.78,148.70,139.18,131.12,126.99,28.47,34.16,-0.66,3.87,64.71,5.48,-0.70,8.54,-2.98,-4.09,-479.61,23.03,2.74,39.24,-3.31,-8.44,50.59,5.28,0.98,5.41,-2.80,-3.49,-381.89,131.16,1.77,99.29,-2.93,-5.29,,,,,,,5.81,-1.83,-3.53,-0.91,-1.57,1.44
CW,Curtiss-Wright Corporation,Industrials,United States,NYSE,5040.58,131.11,-5.21,-5.31,10.79,5.70,44.90,356.00,1.86,7.69,16.36,143.30,140.65,138.06,134.14,132.55,27.21,30.61,6.75,0.56,4.79,0.36,1.28,3.51,1.60,2.20,11.13,-1.09,2.20,6.18,5.69,8.32,10.95,1.91,2.32,4.90,2.66,3.57,32.66,-6.80,-1.05,7.36,13.03,7.77,,,,,,,-37.01,16.90,136.61,20.52,4.22,-0.53
CWAN,Clearwater Analytics Holdings Inc.,Information Technology,United States,NYSE,3134.63,13.20,-42.56,-34.46,,,,,,,,17.09,17.82,,,,54.79,59.99,-24.04,,24.01,22.48,,,,,-239.39,5.24,,,,,22.81,23.44,,,,,-81.43,3.06,,,,,,,,,,,-157.13,-0.96,,,,
CWEN,Clearway Energy Inc.,Utilities,United States,NYSE,6855.04,35.65,0.99,7.46,40.22,134.99,168.93,,32.88,21.84,,34.12,34.19,34.28,33.43,32.33,29.80,33.64,-0.10,3.86,7.26,11.63,6.89,4.44,6.49,22.87,-16.27,0.00,-5.07,-5.10,0.18,27.34,0.24,9.61,4.77,2.81,6.12,31.02,104.00,115.32,2.04,-2.20,18.01,13.02,,,,,,,-246.15,25.53,-0.05,3.98,19.60,6.45
CWH,Camping World Holdings Inc.,Consumer Discretionary,United States,NYSE,1963.58,23.45,-39.35,-36.52,-33.82,133.15,3.15,,32.53,0.62,,27.61,30.79,33.23,34.42,35.55,45.87,51.39,26.03,9.59,26.94,18.88,13.00,14.48,14.78,,64.53,152.55,51.06,24.89,24.16,,45.08,36.32,21.94,19.99,18.66,,127.60,114.38,199.18,8.07,12.30,,,,,,,,-14.39,-10.91,0.63,13.87,2.49,
CWK,Cushman & Wakefield plc,Real Estate,United Kingdom,NYSE,3410.02,15.12,-32.01,-30.39,-12.04,-16.09,,,-5.67,,,18.56,19.44,19.23,18.97,18.83,36.08,38.74,0.88,,19.70,3.58,4.53,8.60,,,11673.91,66.66,237.41,15.68,,,39.75,4.72,7.14,11.07,,,-213.38,3435.53,10.40,-10.45,,,,,,,,,-21.97,-5.16,0.21,-8.57,,
CWT,California Water Service Group,Utilities,United States,NYSE,2981.18,55.44,-22.15,-17.52,-1.69,13.19,63.55,271.21,4.21,10.32,13.99,55.36,58.71,59.43,60.03,59.54,23.28,25.91,-5.81,1.73,-0.43,5.21,4.24,5.35,4.09,4.65,-2.67,12.55,5.18,6.01,3.65,4.48,1.59,8.01,5.09,6.53,4.63,4.98,4.43,26.58,15.53,15.75,8.61,10.37,,,,,,,28.53,21.30,16.36,11.82,9.11,10.01
CXAC,C5 Acquisition Corporation,Financials,United States,NYSE,357.94,9.96,,,,,,,,,,,,,,,3.57,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXE,MFS High Income Municipal Trust,,,NYSE,123.90,3.93,-20.83,-19.40,-23.56,-13.43,-2.39,18.76,-4.69,-0.48,1.73,4.11,4.36,4.56,4.72,4.82,15.20,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXH,MFS Investment Grade Municipal Trust,,,NYSE,70.70,7.76,-23.10,-20.40,-21.13,-7.29,-2.15,14.97,-2.49,-0.43,1.40,8.12,8.63,8.95,9.24,9.39,11.29,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXM,Sprinklr Inc.,Information Technology,United States,NYSE,2844.81,11.02,-30.56,-25.54,-43.72,,,,,,,11.98,12.44,13.65,14.60,,69.61,72.81,-10.40,,27.26,23.23,,,,,241.99,56.91,,,,,30.20,30.94,,,,,193.57,67.45,,,,,,,,,,,-261.07,19.40,,,,
CXW,CoreCivic Inc.,Industrials,United States,NYSE,1312.67,11.05,10.83,6.56,6.05,-40.06,-48.44,-22.23,-15.66,-12.39,-2.48,11.14,10.80,10.53,10.38,10.23,45.28,52.64,0.39,,-2.25,-3.03,0.49,0.14,1.77,0.98,8.33,-5.16,0.04,-3.04,-0.70,-2.50,2.94,-2.72,0.48,-1.66,1.05,-0.05,-195.83,-47.58,-31.18,-25.08,-17.23,-10.79,,,,,,,-1.08,3.41,2.19,-0.31,-0.83,-0.27
CYH,Community Health Systems Inc.,Health Care,United States,NYSE,508.52,3.94,-70.40,-67.28,-74.73,41.22,-58.26,-82.34,12.17,-16.01,-15.90,8.35,9.86,10.48,10.96,11.62,63.88,69.24,1.57,,4.91,-3.24,-4.40,-7.68,-5.69,0.38,121.88,19.03,12.73,3.39,-3.48,1.06,15.15,-0.27,-2.09,-5.66,-4.77,1.24,-54.99,-41.63,-33.67,-33.14,13.99,1.31,,,,,,,-4.68,-8.04,-3.48,3.20,1.95,11.66
CZOO,Cazoo Group Ltd,Consumer Discretionary,United Kingdom,NYSE,564.64,0.74,-87.69,-84.18,-92.54,,,,,,,2.09,3.20,4.49,5.47,6.21,79.41,97.61,-0.90,,311.70,2283.00,,,,,207.55,300.40,634.23,,,,-966.35,382.39,,,,,429.29,450.05,812.22,,,,,,,,,,59.80,178.21,150.46,,,
D,Dominion Energy Inc.,Utilities,United States,NYSE,64470.08,79.38,2.71,0.60,8.06,13.95,28.60,118.35,4.44,5.15,8.11,81.98,80.72,79.16,78.67,78.33,18.87,19.03,0.78,3.27,-1.47,-1.53,7.63,3.54,1.67,0.14,23.01,14.85,12.27,2.29,6.36,3.27,-7.99,2.93,10.05,2.95,5.40,3.65,-919.95,55.60,10.35,9.14,14.05,8.85,,,,,,,11.24,-10.26,9.99,17.97,11.80,8.50
DAL,Delta Air Lines Inc.,Industrials,United States,NYSE,19052.24,29.72,-23.95,-28.40,-29.36,-48.90,-42.47,204.15,-20.02,-10.45,11.75,37.58,38.15,38.95,39.20,40.22,46.72,52.15,,,74.90,-20.25,-12.37,-5.39,-4.20,-1.60,-67.71,-36.96,-21.55,-15.79,-9.42,1.63,-143.01,-63.97,-46.84,-31.59,-22.81,-13.19,-102.26,-75.76,-58.56,-41.81,-11.51,-10.55,,,,,,,-16.61,435.39,134.18,38.23,11.37,-2.91
DAN,Dana Incorporated,Consumer Discretionary,United States,NYSE,2078.12,14.35,-36.37,-39.32,-33.42,-19.41,-31.39,31.77,-6.93,-7.25,2.79,16.39,18.47,19.73,20.38,21.22,52.44,60.93,2.31,2.79,25.88,1.87,3.18,8.95,4.40,1.72,155.80,-23.36,-17.78,-3.87,-4.63,-1.56,34.78,-14.46,-10.23,0.05,-1.72,-0.69,-735.48,-6.64,-22.73,-20.99,-6.65,-1.05,,,,,,,15.72,2.90,9.59,4.73,5.66,9.57
DAO,Youdao Inc.,Consumer Discretionary,China,NYSE,590.80,4.69,-62.42,-62.78,-76.44,,,,,,,7.14,8.93,10.07,10.62,12.72,132.86,134.82,,,58.93,82.37,76.40,,,,4.11,38.84,59.34,,,,79.59,143.64,109.45,,,,-43.20,24.98,60.86,,,,,,,,,,-35.20,74.81,-7.06,,,
DAR,Darling Ingredients Inc.,Consumer Staples,United States,NYSE,9514.79,58.91,-14.98,-10.06,-10.99,196.18,270.04,256.81,43.52,29.86,13.55,74.42,71.29,72.42,72.35,71.84,42.80,48.85,2.45,,32.74,18.72,11.86,6.93,2.62,10.19,248.02,148.40,69.82,29.25,12.17,5.46,40.64,26.61,18.77,10.42,4.99,8.91,119.30,44.30,85.79,44.78,39.22,14.41,,,,,,,43.70,42.79,54.87,116.27,27.74,25.18
DASH,DoorDash Inc.,Consumer Discretionary,United States,NYSE,29794.71,74.96,-49.66,-43.33,-58.02,,,,,,,85.79,101.72,128.01,140.34,142.32,80.26,101.99,-0.06,,69.37,135.01,156.10,,,,7.82,-15.04,28.06,,,,67.26,158.66,229.69,,,,1.52,-16.24,31.89,,,,,,,,,,-0.46,69.63,114.28,,,
DAVA,Endava plc,Information Technology,United Kingdom,NYSE,5090.77,91.48,-45.52,-29.21,-23.11,127.96,,,31.54,,,110.69,119.79,127.70,128.38,124.40,55.84,66.39,-0.19,,27.17,24.50,27.05,31.06,32.00,31.35,193.72,42.42,35.87,27.39,31.25,46.80,53.60,24.76,28.70,30.67,32.26,36.30,102.90,34.52,31.80,21.06,27.01,40.99,,,,,,,-24.10,2.96,256.75,71.27,31.90,37.42
DBD,Diebold Nixdorf Incorporated,Information Technology,United States,NYSE,247.17,3.13,-65.41,-67.80,-73.92,-66.70,-84.81,-89.87,-30.64,-31.36,-20.44,5.01,6.37,7.20,7.93,8.85,86.77,111.48,,,0.07,-5.88,-5.16,3.32,5.22,3.25,35.22,66.38,137.92,-1.07,0.04,-1.15,0.14,-0.84,1.86,4.11,5.62,3.58,-70.72,-51.95,-47.07,13.63,-5.19,-5.86,,,,,,,-6.73,3.92,7.36,11.15,28.57,13.99
DBI,Designer Brands Inc.,Consumer Discretionary,United States,NYSE,911.07,12.95,-8.24,-6.60,-12.19,-28.68,-15.11,-38.37,-10.64,-3.22,-4.72,13.92,13.85,13.98,14.03,14.60,61.17,58.24,2.49,0.77,43.04,-4.33,0.20,3.29,3.60,4.67,-144.34,18.86,11.12,1.87,-3.19,-1.42,243.35,3.55,4.42,1.43,1.72,2.74,-131.61,27.86,96.16,4.42,0.11,-1.23,,,,,,,126.74,-27.97,-24.22,-18.10,-15.49,-8.79
DBL,DoubleLine Opportunistic Credit Fund,,,NYSE,233.68,15.61,-15.33,-15.06,-15.10,-5.40,-6.81,38.10,-1.83,-1.40,3.28,16.38,17.13,17.73,18.15,18.42,13.53,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBRG,DigitalBridge Group Inc.,Real Estate,United States,NYSE,3314.60,5.11,-38.66,-33.64,-32.14,9.27,-53.94,,2.99,-14.34,,6.36,6.84,6.88,6.87,6.96,46.04,54.83,0.75,,194.40,432.20,-0.45,6.44,21.65,33.56,-53.27,-9.95,-23.13,-22.41,-10.56,7.86,207.40,367.98,2.26,4.00,19.36,31.27,-88.41,-45.62,-15.81,21.88,14.10,22.06,,,,,,,-35.47,-68.91,-60.71,-28.64,-27.92,-8.99
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc.,,,NYSE,109.70,7.33,-18.15,-17.97,-16.86,-1.82,,,-0.61,,,8.10,8.48,8.73,8.90,9.01,13.03,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCI,Donaldson Company Inc.,Industrials,United States,NYSE,6020.42,49.00,-16.62,-17.00,-22.35,3.94,16.23,73.63,1.29,3.05,5.66,50.98,53.07,54.73,56.82,57.80,25.08,28.12,3.26,1.82,10.54,0.16,1.44,5.15,2.06,2.21,14.69,0.29,1.10,7.01,1.42,2.22,12.15,1.53,1.46,5.15,1.55,1.85,11.63,3.62,16.75,8.50,1.41,2.45,,,,,,,24.88,21.12,9.15,8.55,-0.86,0.60
DCO,Ducommun Incorporated,Industrials,United States,NYSE,514.06,42.72,-8.66,-9.09,-17.97,-5.70,31.49,336.36,-1.93,5.62,15.85,48.47,47.29,47.75,48.71,49.70,33.81,34.09,0.12,,-12.78,-0.03,4.06,-1.14,-2.23,4.41,-18.39,11.27,25.12,23.04,0.50,6.12,-9.50,5.94,9.96,6.45,0.71,5.56,-10.13,79.69,13.27,-17.18,14.40,3.95,,,,,,,-304.87,97.26,113.79,35.32,-12.90,-12.73
DCP,DCP Midstream LP,Energy,United States,NYSE,6149.06,29.10,8.48,2.51,1.89,26.55,36.08,67.11,8.15,6.35,5.26,33.25,31.40,31.11,30.32,29.89,43.36,46.87,,5.36,84.27,21.77,4.72,10.37,18.32,11.86,-34.74,3.40,-18.26,5.07,-11.07,-0.20,72.75,27.30,9.90,11.85,16.64,13.13,-227.78,96.76,42.90,15.77,3.42,10.98,,,,,,,0.44,-5.22,-5.94,-4.68,9.39,23.94
DD,DuPont de Nemours Inc.,Materials,United States,NYSE,28192.71,55.44,-30.73,-32.74,-26.38,-18.66,-31.88,63.96,-6.64,-7.38,5.06,68.21,71.85,72.36,72.67,74.07,30.78,33.95,6.89,2.27,16.15,3.87,-9.67,-19.13,-16.36,-12.03,47.12,15.27,-11.29,-13.03,-9.73,-4.29,21.12,3.99,-13.12,-11.02,-8.30,-4.34,-319.15,260.36,18.92,8.41,8.01,8.96,,,,,,,-113.53,-47.50,-67.24,-19.48,-3.41,18.53
DDD,3D Systems Corporation,Information Technology,United States,NYSE,1322.93,10.15,-52.88,-48.81,-70.34,13.53,-42.88,-57.59,4.31,-10.58,-8.21,13.12,15.40,18.34,20.47,21.90,65.76,62.96,1.51,,10.48,-1.64,-3.80,-0.55,-0.85,10.33,-31.62,-24.69,-8.81,3.09,-0.87,-0.78,18.09,-3.03,-6.66,-3.82,-2.61,9.24,-315.28,114.68,91.99,52.99,60.70,24.70,,,,,,,87.22,34.13,16.02,6.63,-0.03,17.09
DDF,Delaware Investments Dividend and Income Fund Inc.,,,NYSE,67.36,8.85,-21.30,-20.90,-11.23,-21.45,33.64,144.62,-7.72,5.96,9.34,9.91,10.36,10.56,10.65,10.78,20.79,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDL,Dingdong (Cayman) Limited,Consumer Staples,China,NYSE,1244.29,5.75,-64.44,-53.44,-77.43,,,,,,,4.86,6.84,11.58,13.66,,138.31,178.28,-7.44,,77.50,127.72,,,,,100.18,90.66,,,,,81.35,146.64,,,,,102.37,85.25,,,,,,,,,,,-112.30,-45.92,,,,
DDS,Dillard's Inc.,Consumer Discretionary,United States,NYSE,3637.13,207.56,-15.16,-10.98,20.67,247.68,302.16,274.84,51.38,32.03,14.11,276.49,268.54,266.01,250.77,233.85,70.37,73.50,19.00,7.61,49.42,2.19,0.62,0.63,-0.33,0.34,-1314.93,163.49,62.10,27.73,10.09,10.16,110.88,16.84,9.15,5.02,1.98,2.01,-1303.66,178.65,71.74,38.50,14.62,6.40,,,,,,,0.71,-5.45,-4.73,-3.31,-4.61,-3.40
DDT,Dillards Capital Trust I,Consumer Discretionary,United States,NYSE,,26.13,,,,,,,,,,,,,,,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,Deere & Company,Industrials,United States,NYSE,93108.85,304.64,-10.60,-19.04,-10.24,94.09,160.57,364.97,24.69,21.07,16.59,371.73,369.52,363.88,363.79,362.86,36.15,41.73,2.83,1.40,23.77,5.85,5.61,10.61,2.87,3.23,77.97,37.04,24.85,28.02,6.98,6.15,36.42,15.24,10.70,14.65,3.70,3.75,116.76,35.39,36.05,31.37,9.49,7.85,,,,,,,64.44,38.16,29.00,20.55,8.10,9.12
DEA,Easterly Government Properties Inc.,Real Estate,United States,NYSE,1942.84,19.07,-14.53,-15.05,-5.33,19.00,20.10,,5.96,3.72,,19.96,20.60,20.75,20.95,20.98,19.22,22.32,-8.38,5.56,12.26,11.39,19.66,21.34,71.43,,34.49,41.82,31.79,35.73,53.12,,11.13,12.10,18.31,20.37,62.11,,151.30,104.22,74.02,49.96,43.52,,,,,,,,10.61,10.74,14.60,19.73,87.74,
DECK,Deckers Outdoor Corporation,Consumer Discretionary,United States,NYSE,7222.01,269.58,-26.41,-20.27,-29.75,51.52,302.54,498.53,14.83,32.06,19.56,266.58,292.19,317.45,337.36,338.73,47.16,56.05,5.09,,23.75,21.54,15.96,11.97,8.18,,8.77,29.33,20.27,29.76,14.90,,16.99,20.69,15.61,13.99,9.02,,18.13,27.93,19.58,139.71,15.81,,,,,,,,6.98,17.37,14.88,11.16,10.87,
DEI,Douglas Emmett Inc.,Real Estate,United States,NYSE,4596.50,22.25,-32.21,-37.74,-30.47,-39.56,-31.47,27.36,-15.43,-7.27,2.44,29.16,30.52,31.34,31.65,32.10,29.61,30.36,0.00,5.03,2.98,-1.55,1.00,4.04,6.12,4.80,25.04,-11.10,-8.59,-2.90,2.08,2.81,4.89,-2.69,0.24,3.58,6.22,4.74,29.44,-57.64,-17.47,-5.23,5.58,46.32,,,,,,,-0.83,-5.59,0.18,4.72,3.16,2.64
DELL,Dell Technologies Inc.,Information Technology,United States,NYSE,31740.10,42.92,-23.05,-25.47,-13.70,66.58,,,18.51,,,49.12,51.93,60.36,67.79,73.13,35.61,43.72,7.10,129.15,16.76,9.23,3.75,10.24,9.35,5.01,26.43,24.93,180.10,14.70,50.53,0.39,8.69,2.99,-4.67,9.84,13.68,4.68,71.17,9.78,34.04,36.66,24.19,4.77,,,,,,,8.48,-30.95,-24.50,-13.39,6.59,37.53
DEN,Denbury Inc.,Energy,United States,NYSE,3180.80,63.15,-17.55,-18.69,-11.62,,,,,,,71.35,72.70,74.35,73.06,72.10,52.23,53.44,,,67.60,-0.66,-5.13,5.22,-8.91,-5.82,166.45,-39.43,-42.62,5.01,-31.70,-22.19,131.91,1.49,-6.65,8.77,-10.64,-8.00,-103.78,-49.19,-44.22,-43.54,-29.32,-20.75,,,,,,,9.50,-13.21,-2.13,19.00,-18.37,-11.54
DESP,Despegar.com Corp.,Consumer Discretionary,Argentina,NYSE,526.59,7.95,-18.79,-17.79,-36.85,-40.32,,,-15.78,,,10.27,10.22,10.62,10.94,11.35,50.73,50.94,-0.06,,145.82,-21.57,-15.26,-4.72,,,-44.44,223.85,23.93,19.94,,,242.54,-30.65,-22.63,-10.21,,,-26.62,123.69,76.11,42.51,,,,,,,,,90.41,56.72,11.33,9.47,,
DEX,Delaware Enhanced Global Dividend and Income Fund,,,NYSE,85.15,7.54,-22.49,-23.47,-22.81,-1.41,3.07,47.50,-0.47,0.61,3.96,8.42,8.93,9.24,9.48,9.64,17.53,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFIN,Donnelley Financial Solutions Inc.,Financials,United States,NYSE,969.26,30.49,-35.32,-22.71,-4.09,119.67,36.36,,29.93,6.39,,30.86,34.40,36.10,35.45,34.60,47.27,50.67,8.22,,11.05,6.56,1.04,0.20,-1.19,,177.59,82.34,34.94,15.38,13.79,,45.60,32.14,15.59,9.74,4.48,,-663.32,96.99,25.62,19.81,14.26,,,,,,,,-52.76,-36.16,-30.13,-24.55,-9.98,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,,,NYSE,401.67,20.93,-21.73,-20.17,-23.03,3.58,13.15,,1.18,2.50,,23.88,25.01,25.88,26.61,27.10,14.25,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFS,Discover Financial Services,Financials,United States,NYSE,28155.51,100.21,-12.44,-19.50,-11.49,33.67,82.29,244.71,10.14,12.74,13.15,109.11,112.07,114.38,116.66,116.97,39.04,44.07,10.93,2.10,99.34,20.10,15.65,10.39,7.76,,,,,,,,109.99,20.58,15.79,10.50,7.87,,377.56,35.75,25.72,17.89,12.95,,,,,,,,29.10,5.49,5.87,2.76,2.13,
DG,Dollar General Corporation,Consumer Discretionary,United States,NYSE,57403.01,252.88,7.92,6.63,16.10,86.94,277.15,400.94,23.14,30.35,17.46,226.49,224.15,222.76,223.77,221.60,30.43,39.85,4.00,0.77,1.40,11.04,10.12,9.25,8.84,8.74,-9.39,17.44,14.98,9.26,8.81,7.91,0.88,12.86,11.48,9.78,9.30,8.69,-9.64,18.36,14.71,13.91,12.30,12.08,,,,,,,-35.55,-21.15,-6.26,40.33,23.03,-2.16
DGX,Quest Diagnostics Incorporated,Health Care,United States,NYSE,15931.13,135.74,-20.43,-11.68,3.29,40.63,36.80,178.49,12.01,6.46,10.77,136.42,141.60,142.77,143.72,141.74,23.75,25.95,12.98,1.89,14.32,18.17,12.73,8.38,5.46,3.85,16.09,45.71,28.83,14.78,11.82,6.54,14.15,25.61,17.33,9.97,5.86,3.35,39.41,52.49,39.43,25.34,20.02,15.53,,,,,,,41.92,-6.93,-10.71,-4.77,-5.99,-5.31
DHF,BNY Mellon High Yield Strategies Fund,,,NYSE,164.32,2.26,-22.92,-23.91,-29.81,-4.27,-0.05,26.23,-1.44,-0.01,2.35,2.56,2.72,2.86,2.96,3.01,16.69,18.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHI,D.R. Horton Inc.,Consumer Discretionary,United States,NYSE,25824.94,73.36,-31.96,-22.52,-16.82,71.95,117.25,335.00,19.76,16.76,15.81,74.23,82.11,84.32,86.07,87.22,38.71,46.80,3.80,1.19,36.74,25.65,20.01,17.97,19.41,22.54,82.95,59.59,37.72,31.27,29.22,47.43,61.07,42.80,29.06,24.50,23.27,28.84,75.92,60.63,41.94,36.34,34.17,50.13,,,,,,,26.24,22.20,18.37,17.00,16.61,18.91
DHR,Danaher Corporation,Health Care,United States,NYSE,188824.44,263.76,-19.68,-10.62,-4.46,85.76,225.04,609.34,22.88,26.54,21.61,265.24,277.34,285.04,290.08,284.58,27.27,31.95,-0.05,0.35,32.17,28.23,19.99,11.77,12.56,6.23,68.86,57.78,38.27,22.98,20.89,11.84,38.43,34.48,23.85,14.04,14.76,8.09,76.44,46.24,34.38,20.30,13.83,11.47,,,,,,,9.52,141.57,68.21,11.85,65.69,20.57
DHX,DHI Group Inc.,Communication Services,United States,NYSE,247.09,5.22,-16.35,-13.86,72.28,32.49,104.71,-43.69,9.81,15.38,-5.57,5.86,5.81,5.60,5.27,4.92,52.56,55.77,10.96,,7.86,1.12,-9.46,-11.98,-10.60,-3.93,-96.92,-88.24,-78.56,-64.70,-55.29,-44.30,8.19,0.52,-9.88,-11.66,-10.36,-4.50,-0.91,53.94,60.65,40.68,1.07,-1.36,,,,,,,46.07,2.44,-9.29,-21.20,-18.02,4.17
