Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
CGO,Calamos Global Total Return Fund,,,NasdaqGS,109.05,11.46,-22.56,-22.51,-23.15,13.81,34.75,118.87,4.40,6.14,8.14,12.74,13.44,14.04,14.51,14.76,23.73,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCO,City Holding Company,Financials,United States,NasdaqGS,1210.46,80.89,0.42,-4.49,14.45,16.61,40.25,229.07,5.24,6.99,12.63,79.21,79.91,79.85,79.09,78.89,22.29,21.36,4.59,2.92,0.78,-0.59,4.33,5.67,,,,,,,,,,,,,,,-1.69,-0.71,7.96,11.06,,,-2.85,1.74,4.27,9.01,8.26,8.15,-3.18,2.41,5.67,9.19,8.60,8.26
CHDN,Churchill Downs Incorporated,Consumer Discretionary,United States,NasdaqGS,7440.99,199.13,-17.34,-13.77,6.20,70.32,236.66,954.99,19.38,27.43,26.53,206.97,211.63,218.94,215.25,212.32,41.72,50.43,1.90,0.33,51.54,9.60,16.54,14.20,10.14,8.65,290.85,17.98,15.60,13.20,14.33,14.41,130.54,14.04,15.48,12.74,12.43,10.37,-404.15,34.60,-10.95,18.17,27.14,14.49,,,,,,,16.50,33.61,46.91,14.27,-7.25,4.35
CHEF,The Chefs' Warehouse Inc.,Consumer Staples,United States,NasdaqGS,1517.08,39.67,19.13,24.71,34.61,15.62,226.50,121.00,4.95,26.65,8.24,34.12,33.35,33.33,32.43,32.24,47.52,50.07,0.18,,57.04,4.72,6.52,7.91,11.15,15.86,-118.24,-56.52,-40.17,-25.62,-13.47,-9.06,48.61,0.51,3.82,5.33,9.63,13.93,-94.06,-54.89,-37.74,10.24,-14.06,-4.37,,,,,,,31.56,549.87,61.38,-26.04,9.64,25.27
CHI,Calamos Convertible Opportunities and Income Fund,,,NasdaqGS,832.84,11.51,-20.86,-18.60,-18.85,38.83,59.53,136.95,11.53,9.77,9.00,12.15,12.93,13.61,13.96,14.12,23.64,30.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHK,Chesapeake Energy Corporation,Energy,United States,NasdaqGS,9983.71,78.45,27.63,18.82,52.87,,,,,,,85.89,79.18,75.24,71.34,68.18,46.90,51.88,0.80,6.23,58.24,-7.23,-10.82,-1.31,-15.06,-4.39,-109.52,614.14,2.26,-1.85,-19.06,-10.70,207.55,13.50,3.61,46.32,-9.62,-3.85,-165.01,353.27,203.66,7.59,18.60,13.77,,,,,,,-181.34,44.05,137.94,12.82,-11.97,-8.35
CHMG,Chemung Financial Corporation,Financials,United States,NasdaqGS,213.27,45.63,-0.39,1.14,8.37,2.99,27.54,142.02,0.98,4.98,9.23,45.74,45.73,45.82,45.68,45.34,23.25,19.35,0.51,2.72,12.08,9.39,3.79,4.71,,,,,,,,,,,,,,,37.19,30.11,10.42,21.39,,,5.89,7.60,8.61,8.02,6.78,5.32,6.76,8.84,10.16,9.77,8.56,6.85
CHNG,Change Healthcare Inc.,Health Care,United States,NasdaqGS,7396.65,23.22,8.61,10.05,2.79,57.21,,,16.25,,,22.70,21.96,21.73,21.73,21.95,17.58,20.15,0.39,,12.63,320.57,,,,,180.38,6.30,407.67,167.85,,,18.42,304.67,,,,,-48.85,-75.39,3.33,10.36,,,,,,,,,-7.61,-0.79,62.96,35.12,,
CHRD,Whiting Petroleum Corporation,Energy,United States,NasdaqGS,4693.74,111.00,,,,,,,,,,,,,,,,,0.15,,109.39,-1.24,-9.68,3.60,-8.11,-1.15,-5026.26,274.11,-14.97,-11.89,1.87,-8.07,180.08,3.23,-9.91,7.72,-9.48,-2.20,-110.90,33.20,7.70,-20.40,30.95,-1.38,,,,,,,35.39,-35.71,-26.96,-20.20,-14.10,-5.79
CHRW,C.H. Robinson Worldwide Inc.,Industrials,United States,NasdaqGS,12703.50,100.26,-5.87,-6.57,11.63,27.99,65.17,109.13,8.56,10.54,7.65,103.22,102.86,100.60,98.54,98.21,29.72,36.79,4.38,2.15,42.54,22.84,11.58,11.94,8.01,8.37,60.72,17.04,5.86,5.26,5.41,4.56,37.55,11.76,5.71,5.81,6.02,5.56,66.71,20.96,8.31,10.46,9.41,6.94,,,,,,,72.18,26.39,25.13,17.33,19.30,-7.84
CHSCL,CHS Inc.,Consumer Staples,United States,NasdaqGS,,26.19,-4.75,-4.82,-4.24,17.14,26.92,,5.40,4.88,,27.08,27.47,27.81,28.14,28.28,12.28,15.26,,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCM,CHS Inc.,Consumer Staples,United States,NasdaqGS,,25.65,-4.47,-3.99,-3.35,18.68,24.06,,5.86,4.40,,26.02,26.48,26.83,27.13,27.25,12.55,14.74,,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCN,CHS Inc.,Consumer Staples,United States,NasdaqGS,,25.85,-2.68,-2.18,-3.89,19.44,21.77,,6.09,4.01,,26.15,26.51,26.84,27.15,27.32,12.78,15.90,,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCO,CHS Inc.,Consumer Staples,United States,NasdaqGS,,27.60,0.61,1.21,3.25,24.67,35.86,,7.61,6.31,,27.14,27.36,27.59,27.82,27.93,10.12,10.95,,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSCP,CHS Inc.,Consumer Staples,United States,NasdaqGS,,28.64,-4.37,-4.37,1.76,24.91,30.98,78.40,7.68,5.54,5.95,31.28,31.12,30.97,30.82,30.68,11.42,13.89,,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR,Charter Communications Inc.,Communication Services,United States,NasdaqGS,84378.31,463.55,-28.90,-24.07,-37.65,16.06,39.44,481.50,5.08,6.86,19.22,514.20,548.65,587.15,623.00,635.41,29.86,34.98,20.23,,7.45,6.27,5.80,12.25,28.15,21.78,28.26,28.11,25.77,25.83,39.67,26.34,9.78,9.01,7.34,7.23,24.87,19.03,44.44,67.04,55.83,5.73,58.77,28.85,,,,,,,10.31,9.41,7.51,4.06,39.86,27.56
CHUY,Chuy's Holdings Inc.,Consumer Discretionary,United States,NasdaqGS,388.24,20.50,-31.94,-30.74,-41.63,-9.81,-12.21,,-3.38,-2.57,,24.62,25.64,27.04,28.07,30.09,50.46,54.37,8.83,,23.53,-3.57,-0.15,3.70,7.11,11.75,225.01,53.58,36.28,8.84,13.83,13.94,52.35,17.04,14.79,8.03,11.96,14.14,-1016.09,120.35,75.96,11.84,14.79,24.17,,,,,,,10.69,20.73,13.64,14.32,17.02,26.61
CHW,Calamos Global Dynamic Income Fund,,,NasdaqGS,429.35,7.04,-26.30,-25.32,-30.59,15.20,33.98,122.69,4.82,6.01,8.32,7.93,8.51,8.91,9.27,9.51,22.60,27.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHX,ChampionX Corporation,Energy,United States,NasdaqGS,3878.85,19.07,-4.99,-16.11,-19.05,-40.03,,,-15.64,,,22.53,22.48,22.94,22.88,23.38,51.73,53.84,0.14,0.79,61.84,64.87,36.16,32.56,,,-668.05,31.26,5.35,105.60,,,77.21,40.34,21.15,29.64,,,-115.23,47.38,6.90,54.79,,,,,,,,,42.87,138.78,45.76,21.00,,
CHY,Calamos Convertible and High Income Fund,,,NasdaqGS,864.95,11.67,-25.08,-22.44,-22.22,33.70,53.59,133.08,10.15,8.95,8.82,12.81,13.62,14.30,14.66,14.87,23.79,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFR,Cipher Mining Inc.,Information Technology,United States,NasdaqGS,443.01,1.79,-61.34,-55.03,-81.96,,,,,,,2.61,3.10,4.45,5.71,6.42,112.41,125.39,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINF,Cincinnati Financial Corporation,Financials,United States,NasdaqGS,19034.58,118.64,5.31,1.13,6.61,19.21,87.16,324.45,6.02,13.33,15.53,126.62,123.34,122.38,121.74,121.32,27.36,30.09,0.78,2.23,27.79,10.24,21.22,12.06,9.99,9.74,139.73,21.43,130.50,33.90,25.16,32.28,130.82,20.54,113.18,32.05,23.96,31.91,142.27,21.46,117.33,37.89,27.94,33.49,,,,,,,21.47,15.26,18.71,13.17,10.36,10.04
CLAR,Clarus Corporation,Consumer Discretionary,United States,NasdaqGS,793.25,21.31,-22.95,-16.15,-20.73,50.11,229.35,126.73,14.47,26.87,8.52,21.47,22.61,23.91,24.68,24.51,46.81,56.43,-10.20,0.47,67.76,27.98,21.00,20.46,13.15,9.93,393.76,64.55,47.18,38.13,25.51,18.29,76.02,30.59,22.22,25.67,13.16,9.28,370.57,17.27,52.89,23.79,9.29,18.22,,,,,,,-54.82,-31.12,-16.79,-17.16,-17.46,-5.17
CLBK,Columbia Financial Inc.,Financials,United States,NasdaqGS,2454.92,21.90,4.99,4.14,29.13,42.95,,,12.62,,,21.19,21.06,20.51,20.00,19.56,22.49,22.66,3.96,,20.27,18.79,16.34,,,,,,,,,,,,,,,,59.80,29.70,59.38,,,,6.70,4.80,3.54,,,,6.89,3.97,0.76,,,
CLMT,Calumet Specialty Products Partners L.P.,Energy,United States,NasdaqGS,829.45,10.27,-22.20,-32.39,47.13,146.87,153.58,-40.65,35.08,20.42,-5.08,13.50,13.78,13.23,11.94,11.02,74.41,67.60,,,38.79,-4.51,-3.45,-1.95,-8.34,0.04,-2978.85,29.77,-6.44,87.27,-4.44,4.09,-20.23,-51.04,-40.55,-22.35,-22.85,-9.82,74.59,144.33,67.75,-4.57,10.66,19.79,,,,,,,60.95,56.03,38.08,41.53,12.10,-0.31
CLNE,Clean Energy Fuels Corp.,Energy,United States,NasdaqGS,1136.17,5.10,-16.80,-17.74,-43.89,104.00,93.18,-67.80,26.77,14.05,-10.70,6.24,6.24,6.79,6.97,7.40,69.23,74.05,-17.22,,-12.37,-13.80,-9.63,-8.69,-7.13,-1.34,861.63,227.00,177.71,40.02,8.20,7.99,-62.34,-44.91,-33.06,-22.91,-14.53,-6.21,844.30,113.57,190.74,50.28,0.55,6.94,,,,,,,50.93,20.32,15.33,14.97,13.26,6.38
CLOV,Clover Health Investments Corp.,Health Care,United States,NasdaqGS,1247.76,2.65,-28.76,-16.14,-71.69,,,,,,,2.74,2.95,3.99,4.87,5.80,84.36,93.41,-22.70,,97.30,73.02,69.20,,,,587.10,86.48,50.79,,,,-289.94,513.56,358.29,,,,330.93,27.12,42.78,,,,,,,,,,-185.49,3.82,1.66,,,
CLVS,Clovis Oncology Inc.,Health Care,United States,NasdaqGS,398.55,2.77,2.21,8.63,-48.61,-80.55,-97.10,-87.12,-42.00,-50.70,-18.51,1.61,1.91,2.46,2.92,3.37,130.84,173.94,-36.81,,-9.58,1.99,15.97,352.98,40.70,,-27.20,-22.61,-12.98,-5.50,6.08,16.54,-10.20,0.98,14.93,578.81,35.68,,-28.35,-18.72,-10.42,-5.40,7.44,16.89,,,,,,,39.89,15.75,133.83,37.49,33.70,11.81
CMAX,CareMax Inc.,Health Care,United States,NasdaqGS,472.66,5.41,-29.56,-29.74,-59.23,,,,,,,6.11,6.34,6.88,7.37,8.36,86.95,99.11,-87.80,,185.98,80.68,59.87,,,,-381.98,103.91,98.59,,,,57.26,-10.18,3.67,,,,-187.82,5.31,24.38,,,,,,,,,,59.51,86.58,83.75,,,
CMCO,Columbus McKinnon Corporation,Industrials,United States,NasdaqGS,811.98,28.44,-38.32,-41.77,-37.31,-29.23,20.79,104.83,-10.87,3.84,7.42,37.18,40.09,42.39,42.86,44.03,37.21,41.58,-25.82,0.88,39.55,5.85,1.14,7.31,6.60,4.35,265.32,-1.72,-3.00,14.57,7.16,7.23,43.26,5.62,1.37,9.61,8.39,7.31,225.72,-29.50,-11.35,26.98,1.25,0.96,,,,,,,1754.43,89.82,28.90,2.65,11.05,21.44
CMCSA,Comcast Corporation,Communication Services,United States,NasdaqGS,179021.39,39.96,-19.22,-19.17,-29.87,-0.27,14.80,207.61,-0.09,2.79,11.87,43.90,45.83,47.78,49.95,51.10,25.06,26.11,4.24,2.60,12.38,3.36,7.19,7.59,7.80,7.62,19.00,-0.73,2.82,4.27,4.65,6.86,10.64,2.28,6.34,6.69,7.21,7.10,34.41,4.13,6.47,10.29,7.78,13.03,,,,,,,-10.73,-9.30,-10.10,2.70,4.00,1.61
CME,CME Group Inc.,Financials,United States,NasdaqGS,75083.10,208.90,-7.69,-6.28,3.96,13.41,96.21,501.94,4.28,14.41,19.63,220.22,223.31,221.01,217.24,216.61,23.59,28.59,0.03,3.37,-3.92,-1.96,2.78,5.41,6.00,3.65,-2.58,-0.98,-0.96,3.22,5.56,2.62,-3.92,-1.96,2.78,5.41,6.00,3.65,25.23,11.61,10.35,11.44,12.91,3.82,,,,,,,-41.16,-25.47,-20.25,-10.94,-7.17,-5.54
CMTL,Comtech Telecommunications Corp.,Information Technology,United States,NasdaqGS,250.68,9.45,-59.66,-59.46,-61.60,-63.54,-44.85,-55.25,-28.51,-11.20,-7.72,14.08,16.88,18.87,20.11,20.80,56.22,59.12,2.09,4.23,-5.68,-6.95,0.64,7.19,7.65,-0.51,-0.30,-11.22,0.70,11.59,-2.86,-9.32,-5.21,-6.78,-1.35,4.66,5.13,-1.14,-1146.72,71.30,35.15,56.86,16.55,0.79,,,,,,,194.80,76.11,65.01,2.57,-9.54,-12.63
CNDT,Conduent Incorporated,Information Technology,United States,NasdaqGS,924.94,4.29,-19.66,-27.78,-38.89,-55.73,-73.19,,-23.75,-23.11,,4.87,4.98,5.32,5.62,5.93,47.76,52.75,1.08,,-0.55,-3.73,-8.44,-8.37,-7.11,,313.04,75.06,-17.31,20.75,-8.94,,5.03,1.48,-6.12,-4.51,-1.80,,-76.27,-87.97,-59.32,-50.92,-14.08,,,,,,,,-29.87,-19.28,-18.32,-21.12,-14.95,
CNOB,ConnectOne Bancorp Inc.,Financials,United States,NasdaqGS,980.97,24.88,-23.20,-29.35,2.23,17.08,17.50,159.43,5.39,3.27,9.99,29.21,30.64,31.20,30.50,29.95,27.05,27.33,1.32,2.11,34.38,23.50,26.12,22.89,,,,,,,,,,,,,,,82.85,33.27,29.26,33.21,,,22.82,24.00,22.34,16.18,14.11,23.53,14.36,18.88,19.51,15.81,15.85,22.13
CNOBP,ConnectOne Bancorp Inc.,Financials,United States,NasdaqGS,980.97,22.90,-10.64,-9.27,,,,,,,,22.95,23.92,24.58,,,23.92,30.81,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNSL,Consolidated Communications Holdings Inc.,Communication Services,United States,NasdaqGS,795.08,6.89,-7.89,-8.86,-19.23,28.07,-57.89,-23.83,8.58,-15.86,-2.68,6.46,6.79,7.22,7.56,7.75,50.46,58.83,-9.20,,-1.67,-2.05,-2.87,11.53,10.54,13.90,-1.85,43.33,88.92,10.24,5.04,8.99,-4.14,-3.27,-3.26,11.06,8.87,12.11,-389.60,129.21,28.19,48.30,32.33,15.03,,,,,,,-28.28,-19.94,-13.68,-2.04,1.70,0.16
CNXC,Concentrix Corporation,Information Technology,United States,NasdaqGS,6803.15,132.78,-25.44,-19.02,-16.74,,,,,,,163.79,169.26,171.77,170.53,167.89,35.38,41.30,,0.56,18.38,8.94,31.39,,,,58.76,38.21,44.92,,,,18.53,6.13,28.07,,,,146.09,86.05,103.30,,,,,,,,,,-145.42,-65.81,-54.06,,,
CNXN,PC Connection Inc.,Information Technology,United States,NasdaqGS,1151.02,43.82,1.60,5.59,1.94,32.60,74.34,359.84,9.84,11.74,16.46,48.31,46.80,46.52,46.44,46.56,30.45,33.46,0.16,2.28,11.67,1.28,2.33,1.44,2.32,3.24,32.10,-7.45,3.66,2.84,4.39,7.32,10.93,1.46,4.16,4.59,5.31,5.78,25.36,-7.73,2.67,7.76,7.30,9.28,,,,,,,8.52,8.16,10.85,11.67,10.45,10.76
COCO,The Vita Coco Company Inc.,Consumer Staples,United States,NasdaqGS,613.22,11.03,-1.25,1.10,,,,,,,,10.37,10.53,,,,81.45,73.32,-7.89,,22.17,15.61,,,,,-7.72,41.54,,,,,7.91,10.31,,,,,-41.78,42.10,,,,,,,,,,,26.00,39.14,,,,
COGT,Cogent Biosciences Inc.,Health Care,United States,NasdaqGS,976.92,11.12,29.60,33.49,65.23,,,,,,,6.92,7.24,7.63,7.63,7.72,92.40,118.12,-4.04,,-65.02,,,,,,114.09,53.23,,,,,212.94,62.36,,,,,-3.39,50.68,,,,,,,,,,,4.04,101.36,,,,
COHU,Cohu Inc.,Information Technology,United States,NasdaqGS,1282.97,26.38,-30.74,-26.56,-24.61,77.02,68.66,202.85,20.93,11.00,11.70,28.37,30.48,31.18,31.73,32.48,51.69,56.02,1.27,,39.50,23.33,25.23,25.76,15.86,11.12,518.06,91.23,154.88,89.23,30.22,22.51,40.25,28.90,29.39,31.04,20.30,14.46,-1312.41,54.94,73.24,122.93,52.54,26.68,,,,,,,3586.94,239.61,216.78,24.34,17.69,8.37
COIN,Coinbase Global Inc.,Financials,United States,NasdaqGS,13385.39,60.29,-76.11,-74.05,-75.32,,,,,,,120.60,156.93,191.71,203.01,209.83,87.70,110.73,1.50,,514.76,287.18,,,,,710.87,988.33,,,,,514.76,287.18,,,,,1024.40,992.09,,,,,,,,,,,575.82,287.14,,,,
COKE,Coca-Cola Consolidated Inc.,Consumer Staples,United States,NasdaqGS,5471.70,583.73,-5.64,-2.62,52.01,89.87,162.39,869.32,23.78,21.24,25.46,516.60,538.40,516.04,492.69,473.92,48.04,59.12,,0.17,11.09,7.36,6.34,12.19,18.00,13.55,40.37,59.86,99.95,28.19,26.38,17.60,10.49,8.37,8.04,10.52,15.74,12.04,9.91,308.24,111.88,30.47,29.31,20.82,,,,,,,-41.89,-34.78,-25.31,-14.11,-6.97,-4.88
COLB,Columbia Banking System Inc.,Financials,United States,NasdaqGS,2300.87,29.53,-8.01,-16.51,-12.10,-8.90,-12.62,124.92,-3.05,-2.66,8.43,31.15,32.21,33.10,33.55,34.80,35.61,35.64,0.08,4.00,17.06,2.50,3.75,8.46,,,,,,,,,,,,,,,31.49,2.13,5.47,14.10,,,10.27,9.48,8.38,15.66,11.24,13.05,11.31,12.87,12.31,15.33,11.40,10.75
COLL,Collegium Pharmaceutical Inc.,Health Care,United States,NasdaqGS,622.39,18.32,-1.93,-4.68,-18.72,47.86,36.41,,13.90,6.40,,17.77,18.00,18.47,19.09,19.75,44.96,47.40,6.47,,-10.69,-3.40,-0.42,176.57,,,-55.29,2.89,6.72,-23.20,5.17,,-9.45,35.98,-1.02,170.71,,,167.33,77.41,22.27,-5.36,21.86,,,,,,,,-56.10,6.57,11.61,-13.10,-4.28,
COLM,Columbia Sportswear Company,Consumer Discretionary,United States,NasdaqGS,4686.87,74.55,-22.94,-20.36,-24.25,-24.85,35.80,206.87,-9.07,6.30,11.85,83.31,87.15,90.46,92.59,94.21,30.96,37.19,7.65,1.50,24.98,1.37,3.72,5.63,5.85,6.32,123.24,6.86,8.54,11.60,12.42,12.21,31.75,3.14,5.17,7.75,7.77,8.17,227.84,3.51,9.70,13.04,14.51,13.09,,,,,,,9.52,4.76,7.14,6.00,7.02,5.94
COMM,CommScope Holding Company Inc.,Information Technology,United States,NasdaqGS,1307.82,6.31,-42.84,-41.79,-70.00,-59.37,-83.46,,-25.89,-30.18,,7.45,8.37,9.11,10.67,12.22,66.43,76.22,0.83,,1.79,1.44,23.41,11.77,12.23,10.12,-8.84,18.51,-21.68,-17.74,-12.20,2.18,-2.31,1.16,18.01,5.75,9.78,11.08,-19.32,-29.45,48.87,15.73,10.04,1.66,,,,,,,-1.94,-2.75,50.93,21.54,29.14,16.03
CONN,Conn's Inc.,Consumer Discretionary,United States,NasdaqGS,214.57,9.02,-61.65,-62.56,-63.14,-48.43,-50.44,-43.98,-19.77,-13.08,-5.62,14.91,17.43,18.96,19.85,20.63,65.59,70.41,59.98,,14.72,1.49,0.86,-0.09,0.98,7.21,-1210.64,36.53,11.36,38.79,5.97,23.73,68.30,13.23,7.82,12.72,5.12,10.64,-3549.31,39.00,13.58,33.45,9.18,40.07,,,,,,,10.35,-0.99,-0.28,3.49,-0.87,5.69
CORZ,Core Scientific Inc.,Information Technology,United States,NasdaqGS,611.76,1.88,-82.83,-81.31,-80.72,,,,,,,5.60,7.08,8.29,8.65,8.84,82.96,110.12,,,802.66,202.45,,,,,-1204.77,253.15,,,,,2443.25,376.34,,,,,-487.61,99.21,,,,,,,,,,,1040.54,150.71,,,,
COST,Costco Wholesale Corporation,Consumer Staples,United States,NasdaqGS,222196.76,501.54,-11.38,-6.17,24.00,95.60,249.54,599.34,25.01,28.39,21.44,515.56,519.74,512.32,498.55,479.95,28.44,34.73,0.33,0.65,17.49,13.27,11.44,10.54,8.23,8.22,32.90,23.48,17.26,14.49,12.23,11.47,15.69,12.87,11.07,9.80,8.59,8.49,25.11,16.98,16.90,16.33,13.54,13.10,,,,,,,-4.21,4.44,8.98,6.52,4.34,3.34
COUP,Coupa Software Incorporated,Information Technology,United States,NasdaqGS,4805.79,63.61,-59.75,-53.78,-76.51,-53.41,108.90,,-22.44,15.85,,85.94,105.75,136.14,154.90,169.55,68.69,85.96,-0.60,,33.91,36.42,40.70,40.23,46.18,,39.82,82.16,72.63,47.18,43.26,,28.79,28.25,32.56,36.33,43.98,,110.44,104.28,89.70,58.74,45.62,,,,,,,,5.49,200.75,187.15,47.56,47.99,
COWN,Cowen Inc.,Financials,United States,NasdaqGS,860.95,31.00,-13.39,-12.52,-19.56,93.49,98.41,197.99,24.56,14.66,11.52,25.82,28.54,30.61,31.97,33.28,50.49,64.14,18.97,1.42,21.41,38.56,30.52,35.93,26.58,23.98,,,,,,,23.17,47.64,37.65,40.10,26.94,25.15,36.63,246.43,90.41,72.64,8.48,10.59,,,,,,,-8.66,9.00,1.56,1.70,0.05,2.80
COWNL,Cowen Inc.,Financials,United States,NasdaqGS,860.95,25.21,,,,,,,,,,,,,,,,,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,United States,NasdaqGS,32.49,2.20,-52.89,-48.48,-29.26,-64.44,-68.79,-65.79,-29.11,-20.75,-10.16,2.50,3.06,2.98,2.98,2.98,155.08,64.41,5.12,,-3.89,2.30,7.04,1.73,-0.36,-3.45,20.31,-9.08,-11.76,39.89,11.61,-2.46,-5.61,0.38,5.22,0.08,-2.24,-5.08,5.04,-0.43,-20.43,30.00,5.42,-4.67,,,,,,,-0.07,-3.54,-5.65,-18.85,-15.65,-13.41
CPRT,Copart Inc.,Industrials,United States,NasdaqGS,27211.13,114.49,-24.49,-16.07,-16.34,54.42,269.68,849.73,15.56,29.83,25.21,116.57,123.75,129.88,132.65,131.84,31.54,37.77,-0.11,,22.08,14.83,14.25,16.25,12.73,11.93,39.25,25.94,24.74,22.83,20.09,15.60,31.23,21.77,21.80,19.33,15.51,13.34,33.80,25.81,30.86,28.21,26.70,18.86,,,,,,,49.34,50.32,38.67,45.63,24.45,26.02
CPSI,Computer Programs and Systems Inc.,Health Care,United States,NasdaqGS,474.94,32.80,11.95,13.49,4.06,22.52,8.72,-21.57,6.99,1.68,-2.40,32.47,31.23,32.00,32.40,32.41,28.12,28.82,0.40,,6.10,1.09,0.03,0.98,4.61,4.93,33.50,5.65,4.15,4.48,-7.79,-3.77,3.40,-1.14,-2.01,1.05,3.08,5.90,29.37,-5.11,1.49,36.19,-7.95,-3.32,,,,,,,146.82,12.50,-2.51,-12.02,-3.71,0.77
CPZ,Calamos Long/Short Equity & Dynamic Income Term Trust,,,NasdaqGS,318.24,16.21,-13.64,-15.50,-12.79,,,,,,,18.58,19.01,19.36,19.52,19.72,21.57,24.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAI,CRA International Inc.,Industrials,United States,NasdaqGS,660.13,89.54,-3.37,-1.33,10.26,145.58,165.59,576.09,34.84,21.54,21.03,85.36,86.84,90.81,90.67,89.56,35.58,30.29,5.72,1.33,11.32,11.97,10.66,11.75,9.16,6.37,55.04,37.81,24.43,24.12,12.76,6.37,19.49,11.42,8.89,11.24,7.57,4.60,70.07,41.74,22.83,26.46,17.30,9.48,,,,,,,-1.75,4.73,3.93,-2.78,-1.69,-0.99
CRBU,Caribou Biosciences Inc.,Health Care,United States,NasdaqGS,412.19,6.79,-55.00,-47.81,,,,,,,,8.16,9.94,12.78,,,91.76,93.20,-78.60,,-22.35,28.77,,,,,85.41,39.73,,,,,93.33,54.60,,,,,95.07,69.00,,,,,,,,,,,-1754.76,620.88,,,,
CRCT,Cricut Inc.,Consumer Discretionary,United States,NasdaqGS,1546.06,6.97,-68.45,-70.18,-79.54,,,,,,,11.05,14.61,17.71,20.61,22.48,71.59,73.38,-0.88,,36.20,63.85,56.65,,,,-4.04,88.22,69.61,,,,37.63,79.26,60.28,,,,-9.12,89.27,72.36,,,,,,,,,,196.70,138.62,107.54,,,
CRDO,Credo Technology Group Holding Ltd,Information Technology,United States,NasdaqGS,1729.12,11.90,,,,,,,,,,12.70,,,,,77.39,77.39,-11.39,,81.40,40.64,,,,,-32.31,187.19,,,,,71.82,19.43,,,,,-19.39,308.49,,,,,,,,,,,-702.84,495.98,,,,
CRMT,America's Car-Mart Inc.,Consumer Discretionary,United States,NasdaqGS,627.64,98.50,-3.81,-2.32,-27.51,14.65,158.53,143.21,4.66,20.88,9.28,92.00,94.92,100.39,108.20,114.93,57.72,69.59,5.72,,32.34,27.80,22.03,15.58,12.54,10.92,-6.90,34.86,24.80,28.51,14.82,9.07,6.71,23.38,18.12,0.62,1.77,3.50,-10.40,34.81,25.13,35.80,17.89,10.96,,,,,,,17.60,25.96,21.75,15.08,10.82,9.82
CRNC,Cerence Inc.,Information Technology,United States,NasdaqGS,1034.12,26.31,-65.67,-66.70,-77.00,,,,,,,31.39,43.78,56.59,67.06,73.00,67.84,77.43,1.94,,16.98,12.98,11.81,,,,68.91,34.70,6.88,,,,26.86,17.56,13.32,,,,-350.56,-32.35,98.35,,,,,,,,,,-42.96,2.18,-16.77,,,
